0,1,2,3,4
64279,54575,54575,51748,49259
79271,53870,53870,50857,57010
62712,57709,57709,38304,34739
88685,53919,53919,48005,58122
113536,70004,70004,70421,70015
106403,51339,51339,51592,65802
63114,51151,51151,51107,57675
36561,29777,29777,27897,29382
66206,54647,54647,53176,50196
82068,61466,61466,53414,60000
73893,56883,56883,53874,43098
100553,71396,71396,68441,72698
51787,44316,44316,40165,31027
34973,34473,34473,26050,25934
53978,45334,45334,42822,40612
38812,25915,25915,25523,22570
99212,59029,59029,57500,61464
55337,54905,54905,53189,37113
49117,50970,50970,47097,37659
34664,24301,24301,20086,20377
44344,14753,14753,13338,13463
60368,32200,32200,33939,34921
92454,60113,60113,51985,52511
51861,40312,40312,43177,39290
81558,77001,77001,69011,71811
113060,77397,77397,76904,79952
73794,54355,54355,45003,43665
31488,15518,15518,13503,16226
46515,26696,26696,25994,18344
62650,69942,69942,66792,59686
87744,57550,57550,52682,50424
44830,26992,26992,24659,25544
60281,25867,25867,30281,27649
48484,43273,43273,35452,29400
99833,66522,66522,63599,77908
47356,44076,44076,37728,37791
106516,77616,77616,71336,80305
89723,49539,49539,49582,53569
69430,52181,52181,51097,52049
67548,51084,51084,52412,53626
43914,40942,40942,36230,32383
39851,35841,35841,32568,32519
41833,52041,52041,42564,35741
53517,47667,47667,43198,38717
103082,79462,79462,83866,92220
26505,18491,18491,14373,12153
52821,43481,43481,34717,31302
41529,39797,39797,35127,33072
34426,28220,28220,26107,21879
27528,24183,24183,22475,21234
39412,28653,28653,24250,21601
52626,38274,38274,34577,33350
43800,27890,27890,25672,24418
50611,39266,39266,33624,38605
85017,49501,49501,49129,54114
88241,69736,69736,69712,69184
58743,40338,40338,39772,46737
80119,80814,80814,71156,67540
39369,29468,29468,26662,25974
22259,19150,19150,16336,15251
78210,82598,82598,71237,59712
32548,33827,33827,32879,30128
78388,36548,36548,31907,44316
122957,101108,101108,99410,99832
57418,34065,34065,29612,38139
45015,25377,25377,25559,25279
115006,79565,79565,80305,64482
66139,50903,50903,44458,41644
80563,92025,92025,75558,46122
