0,1,2,3,4
54827,35642,35642,32125,30892
38985,28319,28319,25107,22827
37611,31346,31346,26621,22391
38390,23956,23956,23501,22188
35055,12026,12026,11785,12866
36643,20409,20409,19156,23314
91130,61730,61730,64187,67784
68532,30753,30753,27588,35462
38893,31688,31688,29104,26925
23574,15306,15306,13518,15054
40610,34353,34353,30054,26327
54396,35659,35659,28105,25797
38900,23586,23586,23877,23611
76743,51286,51286,50815,51115
30834,19706,19706,17076,15544
18927,10528,10528,9813,9811
41735,21762,21762,21572,23041
19460,17898,17898,15976,14766
59897,36195,36195,32883,32276
39136,20050,20050,17659,15205
30117,21274,21274,18321,15704
19186,11554,11554,7571,8459
26421,11817,11817,10011,9237
27640,12770,12770,13008,12608
39592,27267,27267,22406,21407
37999,19290,19290,18072,19674
54206,30604,30604,28875,35211
64497,40728,40728,36965,33928
38526,25409,25409,19840,20998
18493,8831,8831,8360,8019
18532,12765,12765,11963,11143
55002,28986,28986,25270,27480
59356,46345,46345,36901,30000
29615,15777,15777,15986,16227
17113,10092,10092,9550,9544
53123,21248,21248,21407,24739
65426,46946,46946,46302,51251
35699,21650,21650,20201,20491
61182,47985,47985,47954,44090
67845,42722,42722,39400,38686
54729,34034,34034,32833,32983
47254,32395,32395,37060,33660
30869,19030,19030,19451,20439
20912,23199,23199,20179,15298
43042,44882,44882,34482,32085
30667,25374,25374,21147,18096
71055,56220,56220,48933,42866
14177,8604,8604,7934,8750
47246,26107,26107,19788,25397
27226,11278,11278,11674,11351
29576,17148,17148,16239,18721
21797,16044,16044,13370,12397
18387,10829,10829,11215,11475
30702,21022,21022,19113,19760
28890,14984,14984,13194,12683
28429,16286,16286,12943,14499
42207,21523,21523,18871,23418
49409,28769,28769,28049,29763
31048,17547,17547,17385,16778
77858,52984,52984,50809,36608
26972,10651,10651,10311,12085
9645,6759,6759,6241,6136
53322,26706,26706,24473,25679
22133,18596,18596,17105,15872
25790,12080,12080,11723,14128
50856,50058,50058,44556,38036
30326,16257,16257,15193,15181
24944,16233,16233,14539,14495
41832,26426,26426,27443,28856
37194,21255,21255,19809,18717
28664,15523,15523,14959,13988
